# name, smd?, value, package, component, x, y, Eagle-Angle, YX-Angle
J1,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
J2,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J3,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
J4,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J5,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
J6,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J7,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
J8,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J9,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
J10,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J11,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
J12,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J13,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J14,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
J15,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,180.00,-180.00
J16,PTH,0.100,1X04_LOCK,0.100-1x04_lock,0.00,0.00,0.00,0.00
U1,SMD,QRE1113,QRE1113,qre1113-qre1113,6.00,72.39,270.00,90.00
U2,SMD,QRE1113,QRE1113,qre1113-qre1113,6.35,26.67,90.00,-90.00
U3,SMD,QRE1113,QRE1113,qre1113-qre1113,18.41,72.39,270.00,90.00
U4,SMD,QRE1113,QRE1113,qre1113-qre1113,17.78,26.67,90.00,-90.00
U5,SMD,QRE1113,QRE1113,qre1113-qre1113,29.85,72.39,270.00,90.00
U6,SMD,QRE1113,QRE1113,qre1113-qre1113,29.85,26.67,90.00,-90.00
U7,SMD,QRE1113,QRE1113,qre1113-qre1113,41.91,72.39,270.00,90.00
U8,SMD,QRE1113,QRE1113,qre1113-qre1113,41.91,26.67,90.00,-90.00
U9,SMD,QRE1113,QRE1113,qre1113-qre1113,66.04,72.39,270.00,90.00
U10,SMD,QRE1113,QRE1113,qre1113-qre1113,66.04,26.67,90.00,-90.00
U11,SMD,QRE1113,QRE1113,qre1113-qre1113,53.98,72.39,270.00,90.00
U12,SMD,QRE1113,QRE1113,qre1113-qre1113,53.98,26.67,90.00,-90.00
U13,SMD,QRE1113,QRE1113,qre1113-qre1113,78.11,26.67,90.00,-90.00
U14,SMD,QRE1113,QRE1113,qre1113-qre1113,78.11,72.39,270.00,90.00
U15,SMD,QRE1113,QRE1113,qre1113-qre1113,90.17,26.67,90.00,-90.00
U16,SMD,QRE1113,QRE1113,qre1113-qre1113,90.17,72.39,270.00,90.00
